,,
イントロ (1 / 22),,
少年しょうねんはもう2時間も歩きました。もうすぐ昼ひるになりました。,少年しょうねんは2時間も歩きました。もうお昼ひる前です。,
,,
.,,
池いけのそばで休やすもう。ご飯はんを食べるにはいい場所ばしょだ。,,
モグモグ,,
このサンドウィッチはおいしいね,,
グオー,,
この音は何？だめだ熊くま！,この音は何だろう？うわ、熊くまだ！,
,,
前 | 次,,
,,
,,
怒った熊 (5 / 22),,
怒おこった熊くまは木々きぎの間あいだから飛とび出だしてきて、少年しょうねんに近ちかづいてきました。 怖こわくなって、少年しょうねんは剣けんを取とり出だしました。,怒おこった熊くまが木きの間あいだから、少年しょうねんの前に飛とび出だしました。 怖こわくなった少年しょうねんは剣けんを取とり出だしました。,
,,
,,
.,,
くらえ!,,
熊くまはますます怒おこって、,,
少年しょうねんに攻撃こうげきしました,少年しょうねんに反撃はんげきしました,
今、本当に困こまっている！！！,どうしよう！！！,
⌈熊くまよ消きえろ⌋,「やめなさい」,I wondered what is the best. But she rescued him so I want her to sound more confident and strong.
,,
前 | 次,,
,,
,,
安心 (6 / 22),,
少女しょうじょの声でした。助たすけに走って、熊くまを簡単かんたんに倒たおしました。,声こえが聞きこえた後あと、少女が走はしってくると熊くまを簡単かんたんに倒たおしてしまいました。,
,,
,,
.,,
大丈夫？,,
.,,
おかげさまで小さな怪我けがだけで済すみました。助たすけてくれて本当にありがとう。,おかげさまで小さな怪我けがだけで済すんだみたい。助たすけてくれて本当にありがとう。,
.,,
このハーブを怪我けがに貼はると早く治なおる,このハーブを怪我けがに巻まくと早く治なおるわ,
,,
前 | 次,,
,,
,,
セレスティナ (7 / 22),,
長い緑の葉はを腕うでに貼はり付つけて、元気になっていました。,長い緑の葉はを腕うでに巻まき付つけると、みるみるうちに怪我は治なおって行いきました。,
,,
.,,
僕ぼくはマーカス。名前は何？,僕ぼくはマーカス。君きみは？,
.,,
私はセレスティナ,私はセレスティーナよ,
.,,
本当によく戦たたかったね。森の中で一人で何をしていたのか？,君きみは強いんだね。森で一人何をしていたの？,
.,,
薬草やくそうを手に入れるために散歩さんぽしていた。マーカスは？,薬草やくそうを探さがしていたのよ。あなたは？,
.,,
ルーンストーンハンティングに行った。一緒に行きたい？,ルーンストーンハンティングに行くんだ。君も一緒に行こうよ,
,,
前 | 次,,
,,
ルーンハント (8 / 22),ルーンハンティング (8 / 22),
しばらく歩くと、ルーンストーンのある場所ばしょに着つきました。,,
,,
.,,
ルーンストーンを探さがしたことがある？,ルーンストーンを探さがしたことはある？,
.,,
ちょっと...,ないわ...,
.,,
教おしえてあげよう。平たいらで黒い石いしんだ。岩いわの間あいだを探さがせば...,平たいらで黒い石いしなんだ。岩いわの間あいだを探さがせば...,
.,,
見て！見つけたよ,,
.,,
なるほど。楽しそう。誰がもっと見つけられるか、勝負しょうぶだ!,へー、楽しそう。どっちが多く見つけられるか、勝負しょうぶよ！,
,,
前 | 次,,
,,
,,
ルーンハント (9 / 22),ルーンハンティング (9 / 22),
午後ごごの間あいだ、ルーンストーンをずっと探さがし続つづけていました。セレスティーナはハンティングが得意とくいなことがわかりました。,その日ひの午後ごごはルーンストーンをずっ探さがしていました。セレスティーナはハンティングが得意とくいなことがわかりました。,
,,
.,,
もう一枚いちまい！,また見みつけた！,
.,,
へぇ。僕ぼくよりたくさん見つけてくれたね。もう遅おそいので、そろそろ帰るんだ。,へぇ。僕ぼくよりたくさん見つけたね。もう遅おそいから、そろそろ帰ろう。,
.,,
家に来て、一緒に夕食ゆうしょくを食べよう,家に来て。一緒に夕食ゆうしょくを食べましょう。,
.,,
すごい,いいね,
,,
前 | 次,,
,,
セレスティーナの家 (10 / 22),,
セレスティーナの家は、近くのディドゥー村、川のそばにありました 。草花くさばなに囲かこまれていました。,セレスティーナの家は、近くのディドゥー村の川沿かわぞいにありました 。草花くさばなに囲かこまれた静しずかな場所ばしょです。,
,,
.,,
そこが私の住んでいるところんだ,そこが私の住んでいるところよ,
.,,
素敵すてきだね,,
.,,
そうだね。ここが好きなんだ。静かだし、村の人たちもいい人たちばかりんだ。,そうね。私、ここが好きなの。静かだし、村の人たちもいい人たちばかりだしね。,
.,,
どうぞお入いりください,入って,
,,
前 | 次,,
,,
夕食 (11 / 22),,
おいしい夕食ゆうしょくの後、薬草やくそうから作ったお茶を出してくれました。,おいしい夕食ゆうしょくの後、セレスティーナが薬草やくそうから作ったお茶を出してくれました。,
,,
.,,
ルーンクラフターなんですね,あなたはルーンクラフターなのね,
.,,
そうですね、ずっと勉強していた,そうだよ、ずっと勉強してたんだ,
.,,
珍めずらしいことんだ。いつか見せてくれる？,珍めずらしいわね。いつか見せてくれる？,
.,,
もちろん、来週ロックタウンで会おう,,
.,,
イェイ。そうしよう。,やった。そうしましょう。,
,,
前 | 次,,
,,
ロックタウン村の中で (12 / 22),ロックタウン村で (12 / 22),
ロックタウン村の宿やどの前で待っていたマーカスは、セレスティーナを見かけました。,マーカスは宿やどの前でセレスティーナを待っていました。,
,,
.,,
セレスティーナ、こんにちは。来てくれて本当にうれしい。,セレスティーナ、こんにちは。来てくれて本当にうれしいよ。,
.,,
こんにちは、元気？,こんにちは、元気だった？,
.,,
元気。プレゼントがあるんだ。,元気だったよ。君にプレゼントがあるんだ。,
アッ、ブレスレット？美しい,わぁ、ブレスレット？きれい！,
,,
前 | 次,,
,,
ブレスレットのマニュアル (13 / 22),ブレスレットの使い方 (13 / 22),
このブレスレットは,このブレスレットには,
ルーンが入ったです,ルーンが入っています,
,,
ルーンストーンはエネルギーの波動はどうを発はっしているのです。2つが200メートル以内いないにあると、つながりが,ルーンストーンはエネルギーの波動はどうを発はっしていて、200メートル以内いないに2つあれば、つながりが,
生まれます。,,
,,
刻きざまれたルーンストーンはルーンと呼ばれ、このつながりでメッセージを送ったり受け取ったりすることができます,加工かこうされたルーンストーンはルーンと呼ばれ、このつながりがメッセージの送受信そうじゅしんを可能かのうにします。,
10キーのキーボードでメッセージの入力にゅうりょくが可能かのうです,10個のキーがあるキーボードでメッセージを入力にゅうりょくできます。,
宝石ほうせきにはメッセージが,,
書かれています,書かれます。,
前 | 次,,
,,
0,,
最初のメッセージ (14 / 22),,
マーカスは自分じぶんのブレスレットで入力にゅうりょくしました。セレスティーナのブレスレットが震ふるえ始はじめました。,マーカスは自分じぶんのブレスレットに入力にゅうりょくすると、セレスティーナのブレスレットが震ふるえ始はじめました。,
,,
.,,
へぇ それは何？,これは何？,
.,,
新しいメッセージがあるよ。右のボタンを押おして読みて。,新しいメッセージが来たんだ。右のボタンを押おして読んでみて。,
サプライズ,,
.,,
フフフ。ルーンブレスレットはすごいね。,ふふふ。ルーンブレスレットってすごいね。,
.,,
では、この道を歩こう。もうひとつ、サプライズがあるんだ。,じゃあこっちに来て。もうひとつサプライズがあるんだ。,
,,
前 | 次,,
,,
市場へ (15 / 22),,
マーカスはセレスティーナをロックランドの賑にぎやかな市場いちばへ案内あんないした。,マーカスはセレスティーナを賑にぎやかな市場いちばへ案内あんないしました。,
,,
.,,
どこに行くのか？,どこに行くの？,
.,,
ニコロの商人しょうにんに会いに。毎月、アコティスにルーンストーンを売りに行く。,ニコロの商人しょうにんに会いに行くよ。毎月アコティスにルーンストーンを売りに行ってるんだ。,
.,,
あっ,,
しかも、これがたくさんあるんですよ!,こんなにたくさん！,
,,
前 | 次,,
0,,
ニコロ (16 / 22),,
ニコロのスタンドはすぐに見つかりました。,,
,,
.,,
ニコロさん、こんにちは,,
.,,
こんにちは,,
.,,
こんにちは,,
.,,
友達のセレスティーナと一緒に、ルーンストーンを集あつめてきました,友達のセレスティーナと一緒に、ルーンストーンを集あつめてきたよ,
.,,
素晴すばらしい。見せてください。,素晴すばらしい。見てみよう。,
,,
前 | 次,,
,,
賞金 (17 / 22),報酬 (17 / 22),
ニコロはルーンストーンを調しらべました。満足まんぞくそうな顔をしていました。,ニコロはルーンストーンを調しらべると、満足まんぞくそうな顔をしました。,
,,
.,,
750ギルでいいよ,750ギルだ,
.,,
それでいいんです。セレスティーナに375ギル。,ありがとう、セレスティーナに375ギル。,
.,,
これは私のため？,私に？,
.,,
それでいいんです。セレスティーナに375ギル。よく頑張りましたね。,うん、セレスティーナに375ギル。頑張ってくれてありがとう。,
かっこいい！薬草やくそうをたくさん買おう。,やった！薬草やくそうをたくさん買うわ。,
,,
前 | 次,,
,,
じゃあね (18 / 22),お別れ (18 / 22),
ニコロは妹いもうとのソフィアがアコティスの大学でルーンクラフトを学まなび始はじめたと説明せつめいしました。,ニコロは妹いもうとのソフィアがアコティスの大学でルーンクラフトを学まなび始はじめたと話しました。,
,,
.,,
それが僕ぼくの夢ゆめです。世界をより良くするために、腕うでのいいルーンクラフトでありたいです。,それが僕ぼくの夢ゆめなんだ。世界をもっと良くするために、腕うでのいいルーンクラフトになりたいんだ。,
.,,
できるようになるといいですね,叶うといいな,
.,,
今がその時です。じゃあね,今がその時だよ。じゃあね,
.,,
じゃあね,またな,
.,,
じゃあね,,
,,
前 | 次,,
,,
サプライズ (19 / 22),,
帰かえり道みち、マーカスのブレスレットが震ふるえていました。,帰かえり道みちの途中とちゅうで、マーカスのブレスレットが震ふるえました。,
,,
.,,
あ、メッセージ？誰なのか？,メッセージ？誰だろう？,
アリガトウゴザイマス,アリガトウ,
,,
キス,チュッ,
,,
セレス,セレス,
カー,,
,,
前 | 次,,
,,
アウトロ (20 / 22),そのあと (20 / 22),
マーカスとセレスティーナはルーンハンターに,マーカスとセレスティーナはルーンハンティングに,
よく出でかけました,よく出でかけるようになっていました,
.,,
.,,
ルーンストーンを売って大金たいきんを稼かせいだ,二人はルーンストーンを売って大金たいきんを稼かせぎ、,
マーカスはルーンクラフトを、セレスティナは薬草やくそうの勉強を,マーカスはルーンクラフトの、セレスティナは薬草やくそうの勉強を,
続つづけていました,,
ある日の事故じこで、彼らとティル世界の住人じゅうにんの生活せいかつは変かわりました,そんなある日事故じこが起おき、生活せいかつは一変いっぺんしてしまったのです。,
,,
前 | 次,,
0,,
Appendix : キーボードのマニュアル (21 / 22),おまけ : キーボードの使い方 (21 / 22),
Vowels,母音,
∅,,
a,,
i,,
,,
u,,
e,,
o,,
Consonant,子音,
∅,,
k,,
s,,
,,
t,,
n,,
h,,
,,
m,,
y,,
r,,
,,
w,,
n,,
一,,
Special,特殊,
' (dakuten),濁点,
o (handakuten ; also used to indicate small vowels),半濁点,
カタカナを書くには :,,
Consonant + Vowel + Dakuten + Handakuten,,
#ERROR!,,
#ERROR!,,
#ERROR!,,
これを入力にゅうりょくすると,,
ジ,,
ャ,,
ウ,,
ゾ,,
このメッセージを送ります,このメッセージを送れます,
ジャウゾ,,
文字もじをセーブするには、一番右のキーを押す,文字もじを保存するには、一番右のキーを押します,
メッセージを送るには、一番右のキーを押して5秒間押す,メッセージを送るには、一番右のキーを5秒間長押しします,
,,
前 | 次,,
