,,
マーカスは早朝そうちょうに家に着きました。,マーカスは早朝そうちょうにニコロの家に着きました。,
,,
.,,
来るって言っただろう？,,
.,,
うーん,,
👋,,
.,,
準備じゅんびはできている,,
.,,
あなたが僕たちと一緒に来ることを選えらんでくれてうれしい,君が僕たちと一緒に来ることを選えらんでくれてうれしいよ,
.,,
それなら、そろそろ行こうか,そろそろ行きましょう,
前 | 次,,
,,
気に入るはず (14 / 18),,
,,
歩きながら、マーカスは,,
ソフィアに大学についていろいろと質問し続つづけました。,,
,,
.,,
アコティスの話を聞くと、行きたくなるね,,
.,,
ルーンクラフトはどこにでもあるだから、きっと気に入るはず,ルーンクラフトはどこにでもあるから、きっと気に入るはずよ,
⏳,,
.,,
この橋から道は、危険きけんになる,この橋から先の道は、危険きけんになる,
.,,
ところで、もっと先に困っている少年しょうねんがいる,あら、この先に困っている少年しょうねんがいるいみたい,
前 | 次,,
,,
困っている少年 (15 / 18),,
,,
マーカスは剣けんを取り出し、困っている少年しょうねんを助たすけに走りました。,,
,,
.,,
ああ,,
.,,
動かないで、クマは俺のためにある！,動かないで、クマは俺の獲物えものだ！,
.,,
そうだね,わかった,
,,
食くえ.,食くらえ,
. . . .,,
前 | 次,,
,,
恩を返す (16 / 18),恩返し (16 / 18),
,,
マーカスに負まけた後、怖こわがったクマは逃にげ出だしました。,マーカスに負まけるとクマは逃にげ出だしました。,
,,
.,,
消えた。安全あんぜんなんだ。,いなくなった。これで安全あんぜんだ。,
.,,
ありがとう、,,
剣けんの腕うでがいいんだね！,すごい剣けんの腕うでだね！,
.,,
昔むかし、友人ゆうじんだった強い少女しょうじょが教えてくれた,,
.,,
いつかこの恩おんを返す,いつかこの恩おんは返すよ,
.,,
うーん,,
前 | 次,,
,,
バッツ (17 / 18),,
,,
ソフィアとニコロも到着とうちゃくして、少年しょうねんに会いました。,ソフィアとニコロも追おいついて、少年しょうねんと話を始めました。,
,,
.,,
僕はバッツ。,,
アコティスの大学に勉強しに行く。,アコティスの大学に勉強しに行くんだ。,
.,,
僕たちもそこに向かっている,,
.,,
一緒しないか？,一緒に行かない？,
.,,
戦たたかい方かたを教えてあげるよ,,
.,,
すごいね！,ありがとう！,
,,
😄,,
前 | 次,,
,,
アウトロ (18 / 18),,
,,
,,
旅たびは長かったが、,長い旅たびを終おえて、,
無事ぶじにアコティスに,,
到着とうちゃくしまた。,,
,,
この4人の素敵すてきな人たちが、,,
数年後すうねんごにアコティスを,,
支配しはいすることになるとは、,,
まだ誰も知らなかった。,まだ誰も知りませんでした。,
,,
To Be Continued,,
前 | 次,,
